Type,Name,EligibilityUrl,WebsiteUrl,Degree,CourseOffered,MappedSubjects,Eligibility,Remarks
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.Voc.,B.Voc. (Production Technology),"English, Physics, Chemistry, Biology, Mathematics",Senior Secondary School Certificate Examination of this University or an equivalent examination with at least 45% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.Voc.,B.Voc. (Polymer & Coating Technology),"English, Physics, Chemistry, Biology, Mathematics",Senior Secondary School Certificate Examination of this University or an equivalent examination with at least 45% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.Voc.,B.Voc. (Fashion Design & Garment Technology),"English, Mathematics, General Test",Senior Secondary School Certificate Examination of this University or an equivalent examination with at least 45% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.A.,B.A. (Hons.) Sanskrit,"English,  General Test",Senior Secondary School Certificate Examination or an equivalent Examination with not less than 50% marks in aggregate. OR Degree/Sanad from recognized Institution/Madarsa with at least 50% marks in aggregate.    OR Bridge Course  Senior Secondary School Certificate from AMU with 50% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.A.,B.A. (Hons.) Persian,"English,  General Test",Senior Secondary School Certificate Examination or an equivalent Examination with not less than 50% marks in aggregate.                                 OR                                Degree/Sanad from recognized Institution/Madarsa with at least 50% marks in aggregate.                 OR                                   Bridge Course  Senior Secondary School Certificate from AMU with 50% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.A.,B.A. (Hons.) Women Studies,"English,  General Test",Senior Secondary School Certificate Examination or an equivalent Examination with not less than 50% marks in aggregate.                                 OR                                Degree/Sanad from recognized Institution/Madarsa with at least 50% marks in aggregate.                 OR                                   Bridge Course  Senior Secondary School Certificate from AMU with 50% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.A.,B.A. (Hons.) Hindi,"English,  General Test",Senior Secondary School Certificate Examination or an equivalent Examination with not less than 50% marks in aggregate.                                 OR                                Degree/Sanad from recognized Institution/Madarsa with at least 50% marks in aggregate.                 OR                                   Bridge Course  Senior Secondary School Certificate from AMU with 50% marks in aggregate.,
CU,ALIGARH MUSLIM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AMU,https://www.amu.ac.in,B.Sc.,B.Sc. (Hons.) Home Science,"English, Physics, Chemistry, Biology/Mathematics/Home Science","Senior Secondary School Certificate in Agriculture or in Science (With Physics, Chemistry and Mathematics / Biology / Home Science) or an equivalent examination with 50% marks in aggregate.",
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,Integrated Bachelor and Masters in Social Work(BSW + MSW),"BSW + MSW (5 Year Integrated Course in Social Work) 3 year BSW, 2 Year MSW",1. One  Language 2. General Test and 3. Any three domain specific subjects.In Language group English shall be considered as mandatory.,Candidates who have passed HS or equivalent examination (10+2) withat least 55% marks in aggregate are eligible for admission to Five-YearIntegrated Post Graduate Course in Social Work. Relaxation in eligibility is as per GOI rule. Merit of the candidates will be on the basis of NTA score.,
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,Bachelor in Visual Arts(BVA),BVA (4 Year Under Graduate Course in Visual Arts),1. One Language 2. General Test and 3. Three domain specific subjects of which Fine Arts or Visual Arts shall be considered as mandatory.,Candidates who have passed HS or equivalent examination (10+2) with at least 45%marks in aggregate are eligible for admission in four years BVA course inVisual Arts.. Relaxation in eligibility is as per GOI rule.Merit of the candidates will be on the basis of NTA score.,
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,Bachelor in Performing Arts (BPA),BPA (3 Year Under Graduate Course in Performing Arts)," One Language 2. General Test and 3. Any three domain specific subjects of which Performing Arts shall be considered as mandatory.",10+2 level examination pass with 40 % marks. Relaxation in eligibility is as perGOI rule.Merit of the candidates will be on the basis of NTA score,
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,IntegratedB. Sc. B. Ed.,"B. Sc. B. Ed. (4 Year Under Course in Education)                                 A. Physics (Hons.) B. Ed
B. Chemistry (Hons.) B. Ed                                                            C. Zoology (Hons.) B. Ed.     D. Botany (Hons.) B. Ed","1.One Language 2. General Test and 3. Three domain specific subjects of which Teaching Aptitude subject shall be considered as mandatory. Candidates desiring admission to Honours course in  Physics or Chemistry should have either Physics or Chemistry or Mathematics as domain specific subject other than Honours subject. Candidates seeking admission to Botany or Zoology Honours should have  Biology and  Chemistry or Physics as domain specific subject ",Candidates with a minimum of 60% marks in Higher Secondary withScience background are eligible for admission.Relaxation in eligibility is as perGOI rule.Merit of the candidates will be on the basis of NTA score,
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,Integrated Bachelor and Masters in Computer Science (B.Sc + M. Sc.),"M. Sc. (5 Year Integrated Course in Computer Science)3 year B.Sc Computer Science, 2 Year M.Sc Computer Science","One Language 2.General Test and 3.  Three domain specific subjects viz; Physics and Mathematics as compulsory subjects and any one other science subject. In Language group, English shall be considered as Compulsory.","Candidates who have passed the HS examination (10+2) in Science streamwith Physics and Mathematics (in combination with any other science subjects)with at least 50% marks in aggregate are eligible for admission into the firstsemester of M. Sc. (Integrated) five year programme. To be eligible foradmission in the 7th semester of the M. Sc. (Integrated) programme, astudent has to pass in all the papers up to the 6th semester of the M. Sc.Integrated programme.Relaxation in eligibility is as perGOI rule.Merit of the candidates will be on the basis of NTA score",
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,Bachelor in Pharmaceutical Sciences,B. Pharm (4 Years Under Graduate Course in Pharmaceutical Science),"One Language 2. General Test and 3. Three domain specific subjects viz; Physics, Chemisty and Biology or Mathematics.","Candidates who have passed 10+2 level examination with individual pass marksin Physics, Chemistry, Mathematics or Biology both in theory and practical and 50%aggregate marks in the above subjects are eligible for admission.Relaxation ineligibility is as perGOI rule.Merit of the candidates will be on the basis of NTA score",
CU,ASSAM UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=AUS,http://www.aus.ac.in,IntegratedB.A. LLB,B.A. LLB (Hons.) (5 Years Integrated Course in Law),One Language 2. General Test and 3. Any three domain specific subjects. In Language group English shall be considered as mandatory.,"50% of marks in the qualifying examination as well as 45 % in English subject,separately, in the qualifying examination are the eligibility criteria.Relaxation in eligibility is as perGOI rule.Merit of the candidates will be on the basis of NTA score",
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,,"B.Sc. Life Sciences (With combination of Zoology, Botany and Biotechnology)",Biology/Chemistry/Mathematics/ Physics,Intermediate in PCM/PCB with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,,B.A. (Hons.) Public Administration,Political Science/ Economics/ History/ Sociology/ Geography/ Knowledge Tradition-Practices of India,Intermediate in any subject with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Voc.,B.Voc. (Floriculture and Landscape Gardening),General Test,Intermediate in any discipline with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Com (Hons),B.Com (Hons),Accountancy/ Business Studies/ Computer Science/ Economics/ Entrepreneurship/ Mathematics/Information Practice,Intermediate in any subject with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,BBA,BBA (Bachelor of Business Administration),General Test,Intermediate in any subject with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,BBA LLB (H),BBA LLB (H),Legal Studies/ Computer Science/ Economics/ Geography/ History/ Political Science,Candidate should have passed Intermediate Examination or equivalent examination with not less than 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,Diploma,Diploma in Pharmacy (D. Pharm.),Physics/ Chemistry/ Biology/ Mathematics,"Intermediate with Physics, Chemistry and Biology or Mathematics (regular science academic stream) with 50% marks (45% for SC/ST/PwD) from recognized board",
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,Bachelor of Computer Application,BCA Bachelor of Computer Application,Physics/ Chemistry/ Mathematics/ Computer Science/ Information Practices,"Intermediate with a combination of Physics, Chemistry and Mathematics or Computer Science or equivalent as one of the subject with 50% marks (45% for SC/ST/ PwD) from recognized board.",
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,Diploma,Diploma in ECCE (Early Childhood Care & Education),General Test,Intermediate in any subjects with 50% marks (45% for SC/ST/PwD) from recognized board.,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Sc.,B.Sc. (Hons.) Geology,Chemistry/Geography/Physics/ Biology/ Mathematics,Intermediate in Science with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,"Integrated B.Sc.-M.Sc. ",Integrated B.Sc.-M.Sc. Basic Science,Biology/Chemistry/Mathematics/ Physics,Intermediate in PCM/PCB with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.A.,"B.A. (Optional-History, Political Science, Public Administration, Sociology, Economics, English)",General Test,Intermediate in any subject with 50% marks (45% for SC/ST/PwD) from recognized board.,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Sc.,B.Sc. (Food Science & Technology),Physics/ Chemistry/ Biology/ Mathematics,"Intermediate with Physics, Chemistry and Biology with 50% marks (45% for SC/ST/PwD) from recognized board.",
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Sc.,B.Sc. IT,Physics/ Chemistry/ Mathematics/ Computer Science/ Information Practices,Intermediate with Science with 50% marks (45% for SC/ST/PwD) from recognized board.,
CU,BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BBAU,https://www.bbau.ac.in,B.Com.,B.Com. Bachelor of Commerce,General Test,Intermediate in any subject with 50% marks (45% for SC/ST/PwD) from recognized board,
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B. A. (Hons),B. A. (Hons) Social Sciences,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.A. (Hons.) in BHU have to appear for CUET (UG) 2022. They are required to opt for Section I A –  Language Test - (Hindi or English) and Section III – General Test for the admission in BHU. Candidates who will not appear in both the Sections, i.e. Section IA (English/Hindi Test) and Section III (General Test), will not be considered for admission in BHU.",Passed 10+2 or equivalent Examination securing a minimum of 50% marks in the aggregate. For B.A. Hons. (Economics): The student must have offered Mathematics as one of the subjects at High School Examinations. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).,
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,BA,BA Shastri (Hons),"The entrance test for this programme is a common test for all languages. Candidates seeking admission to Shastri (Hons.) in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II Sanskrit for the admission in BHU. Candidates who will not appear Section II Sanskrit, will not be considered for admission in BHU.",Passed MADHYAMA Examination of BHU/Madhyama/Uttar Madhyama/Upa Shastri/Intermediate or 10+2 or equivalent with a minimum 50% marks in the aggregate and(b) Sanskrit must be one of the subjects in the concerned examination and candidate should have passed in this subject also. The candidates having passed one year certificate course in Sanskrit of BHU after passing 10+2 examination with 50% marks in aggregate both in 10+2 examination and certificate examination are also eligible. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).,
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.A. LL.B (Hons),B.A. LL.B (Hons),"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.A. LL.B. (Hons.) in BHU have to appear for CUET (UG) 2022. They are required to opt for Section I A Language Test - (Hindi or English) and  Section II Legal Studies and Section III  General Test for the admission in BHU. Candidates who will not appear Section I A Language (English/Hindi) and  Section II Legal Studies and Section III, will not be considered for admission in BHU.","Applicant who has successfully completed/ is appearing in Senior Secondary School (10+2) or equivalent (Such as 11+1, A level in Senior School Leaving Certificate course) examination from a recognized University of India or outside or from a Senior Secondary Board or equivalent constituted or recognized by the Union or by a State Government or from any equivalent institution from a foreign country recognized by the Government of that country for the purpose of issue of qualifying certificate on successful completion of the course. However, the applicant who have obtained 10+2 or Graduation/Post-graduation through open Universities System directly without having any basic qualification for pursuing such studies shall not be eligible for admission to 5-year B.A. LL.B. (Hons.) Course.",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Com (Hons) / B.Com (Hons) FMM,B.Com (Hons) / B.Com (Hons) FMM,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Com (Hons)/ B.Com (Hons) FMM in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II: 1.Accountancy 2. Business Studies; Section III General Testfor the admission in BHU. Candidates who will not appear Section II: 1.Accountancy 2. Business Studies; Section III General Test, will not be considered for admission in BHU.",Passed 10+2 or equivalent exam with Commerce / Economics / Maths / Computer Science / Finance / Financial Markets Management / Vocational Courses (related to commerce) as one of the subjects securing a minimum of 50% marks in aggregate and must have passed in the concerned subject. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).,
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Sc (Hons) Maths Group,B.Sc (Hons) Maths Group,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Sc (Hons) Maths Group in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II: 1. Physics; 2. Chemistry; 3. Maths for the admission in BHU. Candidates who will not appea rSection II : 1. Physics; 2. Chemistry; 3. Maths, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam securing a minimum of 50% marks in aggregate in the subjects Physics, Math plus any one of the following : Chemistry, Statistics, Geology, Computer Science, Information Technology and Geography and must have passed in each of the concerned three subjects. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Sc (Hons) Biology Group,B.Sc (Hons) Biology Group,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Sc (Hons) Biology Group in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II : 1. Physics; 2. Chemistry; 3. Biology for the admission in BHU. Candidates who will not appear Section II : 1. Physics; 2. Chemistry; 3. Biology, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam securing a minimum of 50% marks in aggregate in the subjects Physics, Chemistry plus any one of the following : Biology, Geology and Geography and must have passed in each of the concerned three subjects. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Sc (Hons) Agriculture,B.Sc (Hons) Agriculture,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Sc (Hons) Agriculture in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II (Physics, Chemistry and Maths OR Physics, Chemistry and Biology OR Biology, Chemistry and Agriculture) for the admission in BHU. Candidates who will not appear Section II (Physics, Chemistry and Maths OR Physics, Chemistry and Biology OR Biology, Chemistry and Agriculture), will not be considered for admission in BHU.","A candidate shall be eligible for admission to B.Sc. (Hons.) Ag, if he/she has passed 10+2/Intermediate examination in Agriculture or in Science (with Physics, Chemistry and Mathematics/Biology) OR equivalent examination recognized by the University, securing a minimum of 50% marks in the aggregate. AGE: Not to be less than 16 years and not more than 25 years on 1stJuly 2022 (applicant should be born on or after 2ndJuly. 1997 and on or before 2ndJuly, 2006).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Tech,B.Tech in Dairy Technology,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Tech in Dairy Technology in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II: Chemistry, Mathematics, Physics for the admission in BHU. Candidates who will not appear Section II Chemistry, Mathematics, Physics, will not be considered for admission in BHU.","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Mathematics, Biology (PCMB) with English from a Board/University recognized by the Institute/Board with atleast 50% marks or equivalent G.P.A. in aggregate. AGE: Not to be more than 23 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 1999).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,B.Tech,B.Tech in Food Technology,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to B.Tech in Food Technology in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II: Chemistry, Mathematics and Physics for the admission in BHU. Candidates who will not appear Section II Chemistry, Mathematics and Physics, will not be considered for admission in BHU.","Passed 10+2 or its equivalent examination with Physics, Chemistry, Mathematics (PCM) OR Physics, Chemistry, Mathematics, Biology (PCMB) with English from a Board/University recognized by the Institute/Board with atleast 50% marks or equivalent G.P.A. in aggregate. AGE: Not to be more than 23 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 1999).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,BPA,BPA North Indian Classical Vocal,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to BPA-North Indian Classical Vocal in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II :  Vocal Music for the admission in BHU. Candidates who will not appear Section II Vocal Music, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam Or Graduate / PG Degree and Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) as one of the subjects in any of the above courses and candidate must pass in this subject also OR Passed Three Year Diploma in Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) of BHU or equivalent exam. OR Passed any of the exams for Vocal / Instrumental / Dance  Senior Diploma Exam of the PrayagSangeetSamity, Allahabad / Madhyama Exam of the Bhatkhande Sangeet Vidyappeth, Lucknow / Madhyama in Music Exam. Of Madhya Pradesh Govt., M.P / Madhyama Exam of ABGMV Mandal, Mumbai / Madhyama Exam of Indira Kala SangeetVishwavidyalaya, Khairagarh, Bhushan of Pracheen Kala Kendra, Chandigarh. For Dance Only  Passed Part Time Diploma Exam of Five Years of Kalashetra, Chennai / Senior Course issued under the auspices of Tamil Nadu Govt. / Five-Year Diploma of BhartiyaNrityaMandir, Patna, Bhushan of Pracheen Kala Kendra, Chandigarh / Examination of 6 Years Sangeet Kala Vid (Diploma) of Raja Man Singh Tomar University, Gwalior / Examination of 3 Years Diploma (Pass) of Kathak Kendra, National Institute of Kathak Dance, New Delhi. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,BPA,BPA - Tabla,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to BPA-Tabla in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II : Percussion for the admission in BHU. Candidates who will not appear Section II Percussion, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam Or Graduate / PG Degree and Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) as one of the subjects in any of the above courses and candidate must pass in this subject also OR Passed Three Year Diploma in Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) of BHU or equivalent exam. OR Passed any of the exams for Vocal / Instrumental / Dance  Senior Diploma Exam of the PrayagSangeetSamity, Allahabad / Madhyama Exam of the Bhatkhande Sangeet Vidyappeth, Lucknow / Madhyama in Music Exam. Of Madhya Pradesh Govt., M.P / Madhyama Exam of ABGMV Mandal, Mumbai / Madhyama Exam of Indira Kala SangeetVishwavidyalaya, Khairagarh, Bhushan of Pracheen Kala Kendra, Chandigarh. For Dance Only  Passed Part Time Diploma Exam of Five Years of Kalashetra, Chennai / Senior Course issued under the auspices of Tamil Nadu Govt. / Five-Year Diploma of BhartiyaNrityaMandir, Patna, Bhushan of Pracheen Kala Kendra, Chandigarh / Examination of 6 Years Sangeet Kala Vid (Diploma) of Raja Man Singh Tomar University, Gwalior / Examination of 3 Years Diploma (Pass) of Kathak Kendra, National Institute of Kathak Dance, New Delhi. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,BPA,BPA Sitar,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to BPA-Sitar in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II : Non-Percussion for the admission in BHU. Candidates who will not appear Section II Non-Percussion, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam Or Graduate / PG Degree and Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) as one of the subjects in any of the above courses and candidate must pass in this subject also OR Passed Three Year Diploma in Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) of BHU or equivalent exam. OR Passed any of the exams for Vocal / Instrumental / Dance  Senior Diploma Exam of the PrayagSangeetSamity, Allahabad / Madhyama Exam of the Bhatkhande Sangeet Vidyappeth, Lucknow / Madhyama in Music Exam. Of Madhya Pradesh Govt., M.P / Madhyama Exam of ABGMV Mandal, Mumbai / Madhyama Exam of Indira Kala SangeetVishwavidyalaya, Khairagarh, Bhushan of Pracheen Kala Kendra, Chandigarh. For Dance Only  Passed Part Time Diploma Exam of Five Years of Kalashetra, Chennai / Senior Course issued under the auspices of Tamil Nadu Govt. / Five-Year Diploma of BhartiyaNrityaMandir, Patna, Bhushan of Pracheen Kala Kendra, Chandigarh / Examination of 6 Years Sangeet Kala Vid (Diploma) of Raja Man Singh Tomar University, Gwalior / Examination of 3 Years Diploma (Pass) of Kathak Kendra, National Institute of Kathak Dance, New Delhi. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
CU,BANARAS HINDU UNIVERSITY,https://cuet.samarth.ac.in/index.php/app/info/eligibility?q=BHU,https://www.bhu.ac.in,BPA,BPA Violin,"The entrance test for this programme is a common test for all languages. Candidates seeking admission to BPA-Violin in BHU have to appear for CUET (UG) 2022. They are required to opt for Section II : Non-Percussion for the admission in BHU. Candidates who will not appear Section II Non-Percussion, will not be considered for admission in BHU.","Passed 10+2 or equivalent exam Or Graduate / PG Degree and Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) as one of the subjects in any of the above courses and candidate must pass in this subject also OR Passed Three Year Diploma in Vocal Music (Hindustani. Dhupad) / Instrumental Music (Sitar / Violin / Flute / Tabla&Mridangam) / Dance (Kathak / Bharatnatyam) of BHU or equivalent exam. OR Passed any of the exams for Vocal / Instrumental / Dance  Senior Diploma Exam of the PrayagSangeetSamity, Allahabad / Madhyama Exam of the Bhatkhande Sangeet Vidyappeth, Lucknow / Madhyama in Music Exam. Of Madhya Pradesh Govt., M.P / Madhyama Exam of ABGMV Mandal, Mumbai / Madhyama Exam of Indira Kala SangeetVishwavidyalaya, Khairagarh, Bhushan of Pracheen Kala Kendra, Chandigarh. For Dance Only  Passed Part Time Diploma Exam of Five Years of Kalashetra, Chennai / Senior Course issued under the auspices of Tamil Nadu Govt. / Five-Year Diploma of BhartiyaNrityaMandir, Patna, Bhushan of Pracheen Kala Kendra, Chandigarh / Examination of 6 Years Sangeet Kala Vid (Diploma) of Raja Man Singh Tomar University, Gwalior / Examination of 3 Years Diploma (Pass) of Kathak Kendra, National Institute of Kathak Dance, New Delhi. AGE: Not to be more than 22 years on 1st July 2022 (applicant should be born on or after 2ndJuly of 2000).",
